indicator_key,indicator_code,date,value,source,raw
labor_force_participation_pct,SL.TLF.CACT.ZS,2021,69.213,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2021"", ""value"": 69.213, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2020,69.585,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2020"", ""value"": 69.585, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2019,71.579,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2019"", ""value"": 71.579, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2018,72.115,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2018"", ""value"": 72.115, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2017,72.322,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2017"", ""value"": 72.322, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2016,71.975,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2016"", ""value"": 71.975, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2015,71.359,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2015"", ""value"": 71.359, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2014,71.169,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2014"", ""value"": 71.169, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2013,71.549,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2013"", ""value"": 71.549, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2012,71.586,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2012"", ""value"": 71.586, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2011,71.188,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2011"", ""value"": 71.188, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2010,71.745,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2010"", ""value"": 71.745, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2009,71.125,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2009"", ""value"": 71.125, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2008,70.157,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2008"", ""value"": 70.157, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2007,69.237,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2007"", ""value"": 69.237, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2006,68.448,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2006"", ""value"": 68.448, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2005,67.856,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2005"", ""value"": 67.856, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2004,67.482,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2004"", ""value"": 67.482, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2003,67.308,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2003"", ""value"": 67.308, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2002,67.299,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2002"", ""value"": 67.299, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2001,67.333,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2001"", ""value"": 67.333, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,2000,67.116,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2000"", ""value"": 67.116, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1999,66.716,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1999"", ""value"": 66.716, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1998,66.41,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1998"", ""value"": 66.41, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1997,66.206,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1997"", ""value"": 66.206, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1996,66.115,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1996"", ""value"": 66.115, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1995,66.126,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1995"", ""value"": 66.126, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1994,66.224,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1994"", ""value"": 66.224, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1993,66.376,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1993"", ""value"": 66.376, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1992,66.533,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1992"", ""value"": 66.533, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1991,66.404,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1991"", ""value"": 66.404, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1990,66.377,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1990"", ""value"": 66.377, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1989,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1989"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1988,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1988"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1987,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1987"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1986,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1986"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1985,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1985"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1984,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1984"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1983,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1983"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1982,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1982"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1981,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1981"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1980,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1980"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1979,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1979"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1978,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1978"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1977,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1977"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1976,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1976"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1975,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1975"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1974,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1974"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1973,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1973"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1972,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1972"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1971,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1971"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1970,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1970"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1969,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1969"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1968,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1968"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1967,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1967"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1966,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1966"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1965,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1965"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1964,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1964"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1963,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1963"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1962,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1962"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1961,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1961"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
labor_force_participation_pct,SL.TLF.CACT.ZS,1960,,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.ZS"", ""value"": ""Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""1960"", ""value"": null, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
female_labor_force_pct,SL.TLF.CACT.FE.ZS,2024,42.962,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.FE.ZS"", ""value"": ""Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2024"", ""value"": 42.962, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
female_labor_force_pct,SL.TLF.CACT.FE.ZS,2023,43.096,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.FE.ZS"", ""value"": ""Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2023"", ""value"": 43.096, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
female_labor_force_pct,SL.TLF.CACT.FE.ZS,2022,42.684,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.FE.ZS"", ""value"": ""Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2022"", ""value"": 42.684, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
female_labor_force_pct,SL.TLF.CACT.FE.ZS,2021,41.58,WorldBank,"{""indicator"": {""id"": ""SL.TLF.CACT.FE.ZS"", ""value"": ""Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)""}, ""country"": {""id"": ""BH"", ""value"": ""Bahrain""}, ""countryiso3code"": ""BHR"", ""date"": ""2021"", ""value"": 41.58, ""unit"": """", ""obs_status"": """", ""decimal"": 0}"
